epoch;batch;time;data;learning_rate;loss;pearson_correlation
1;181;0.285;0.0;8.92e-05;0.52061;0.615
1;182;0.282;0.001;8.97e-05;0.43444;0.616
1;183;0.282;0.0;9.01e-05;0.62651;0.616
1;184;0.277;0.001;9.06e-05;0.37599;0.617
1;185;0.28;0.0;9.11e-05;0.8606;0.616
1;186;0.281;0.0;9.16e-05;0.49185;0.617
1;187;0.262;0.001;9.21e-05;0.95666;0.616
1;188;0.293;0.001;9.26e-05;0.71203;0.615
1;189;0.264;0.001;9.31e-05;0.66408;0.615
1;190;0.293;0.001;9.36e-05;0.93771;0.615
1;191;0.281;0.001;9.41e-05;0.58037;0.615
1;192;0.285;0.001;9.46e-05;0.71651;0.615
1;193;0.279;0.0;9.51e-05;0.75721;0.615
1;194;0.279;0.001;9.56e-05;0.68399;0.615
1;195;0.285;0.001;9.61e-05;0.43539;0.615
1;196;0.283;0.0;9.66e-05;0.76302;0.615
1;197;0.281;0.0;9.7e-05;0.50508;0.616
1;198;0.284;0.0;9.75e-05;0.27002;0.617
1;199;0.286;0.001;9.8e-05;0.39333;0.618
1;200;0.284;0.001;9.85e-05;0.43149;0.619
1;201;0.278;0.0;9.9e-05;1.51294;0.616
1;202;0.263;0.0;9.95e-05;1.47873;0.614
2;0;0.156;0.034;0.0001;0.55053;0.692
2;1;0.27;0.001;1e-06;1.04342;0.551
2;2;0.274;0.0;1.5e-06;0.38747;0.639
2;3;0.28;0.001;2e-06;0.38045;0.696
2;4;0.283;0.001;2.5e-06;1.07336;0.648
2;5;0.279;0.001;3e-06;0.7906;0.642
2;6;0.275;0.001;3.4e-06;0.74571;0.64
2;7;0.278;0.001;3.9e-06;0.6477;0.649
2;8;0.28;0.001;4.4e-06;0.83007;0.638
2;9;0.277;0.0;4.9e-06;0.78818;0.634
2;10;0.278;0.001;5.4e-06;0.82434;0.625
2;11;0.283;0.001;5.9e-06;0.42484;0.639
2;12;0.278;0.001;6.4e-06;0.67389;0.637
2;13;0.282;0.001;6.9e-06;0.652;0.637
2;14;0.28;0.0;7.4e-06;0.51676;0.647
2;15;0.28;0.001;7.9e-06;0.40571;0.655
2;16;0.28;0.001;8.4e-06;0.54399;0.657
2;17;0.281;0.001;8.9e-06;0.41104;0.668
2;18;0.278;0.0;9.4e-06;0.56867;0.671
2;19;0.278;0.001;9.9e-06;0.54772;0.674
2;20;0.288;0.001;1.03e-05;0.53101;0.674
2;21;0.273;0.001;1.08e-05;0.64161;0.672
2;22;0.282;0.0;1.13e-05;0.57274;0.674
2;23;0.279;0.001;1.18e-05;0.36011;0.68
2;24;0.28;0.001;1.23e-05;0.68016;0.68
2;25;0.285;0.001;1.28e-05;0.32445;0.686
2;26;0.28;0.0;1.33e-05;0.39438;0.691
2;27;0.279;0.001;1.38e-05;0.77648;0.687
2;28;0.28;0.001;1.43e-05;0.57784;0.688
2;29;0.284;0.001;1.48e-05;0.72932;0.685
2;30;0.284;0.001;1.53e-05;0.39152;0.689
2;31;0.277;0.0;1.58e-05;0.43131;0.692
2;32;0.278;0.001;1.63e-05;0.90777;0.686
2;33;0.284;0.001;1.67e-05;0.34618;0.69
2;34;0.282;0.001;1.72e-05;0.73986;0.687
2;35;0.282;0.001;1.77e-05;0.53289;0.689
2;36;0.284;0.0;1.82e-05;1.23199;0.682
2;37;0.284;0.001;1.87e-05;1.06452;0.675
2;38;0.282;0.001;1.92e-05;0.37254;0.677
2;39;0.282;0.001;1.97e-05;0.94577;0.674
2;40;0.288;0.001;2.02e-05;0.70836;0.673
2;41;0.284;0.0;2.07e-05;0.42239;0.674
2;42;0.283;0.0;2.12e-05;0.80224;0.67
2;43;0.285;0.001;2.17e-05;0.60967;0.67
2;44;0.285;0.0;2.22e-05;0.54087;0.67
2;45;0.286;0.001;2.27e-05;0.64045;0.671
2;46;0.285;0.001;2.32e-05;0.61713;0.67
2;47;0.283;0.0;2.36e-05;0.98072;0.664
2;48;0.284;0.0;2.41e-05;0.73025;0.663
2;49;0.286;0.001;2.46e-05;0.41066;0.665
2;50;0.284;0.001;2.51e-05;0.82813;0.661
2;51;0.29;0.0;2.56e-05;0.5341;0.662
2;52;0.287;0.001;2.61e-05;0.31853;0.666
2;53;0.289;0.0;2.66e-05;0.57532;0.665
2;54;0.287;0.001;2.71e-05;0.7358;0.663
2;55;0.287;0.001;2.76e-05;0.5725;0.663
2;56;0.289;0.001;2.81e-05;0.68107;0.661
2;57;0.289;0.0;2.86e-05;0.6842;0.66
2;58;0.296;0.001;2.91e-05;0.63876;0.658
2;59;0.284;0.001;2.96e-05;0.45407;0.659
2;60;0.29;0.001;3e-05;0.57844;0.659
2;61;0.286;0.001;3.05e-05;0.43168;0.66
2;62;0.289;0.0;3.1e-05;0.51145;0.659
2;63;0.288;0.001;3.15e-05;0.4684;0.661
2;64;0.289;0.0;3.2e-05;0.47697;0.661
2;65;0.287;0.0;3.25e-05;0.55588;0.66
2;66;0.286;0.001;3.3e-05;0.50442;0.66
2;67;0.292;0.001;3.35e-05;0.80421;0.66
2;68;0.287;0.001;3.4e-05;0.58062;0.659
2;69;0.289;0.001;3.45e-05;0.5678;0.66
2;70;0.289;0.001;3.5e-05;0.46559;0.659
2;71;0.287;0.001;3.55e-05;0.46819;0.661
2;72;0.291;0.0;3.6e-05;0.40845;0.662
2;73;0.287;0.001;3.65e-05;0.35114;0.664
2;74;0.289;0.0;3.69e-05;0.42263;0.665
2;75;0.288;0.001;3.74e-05;0.53353;0.665
2;76;0.288;0.001;3.79e-05;0.66052;0.663
2;77;0.288;0.001;3.84e-05;0.45369;0.664
2;78;0.287;0.001;3.89e-05;0.63551;0.663
2;79;0.287;0.001;3.94e-05;0.51197;0.663
2;80;0.284;0.001;3.99e-05;0.38952;0.665
2;81;0.287;0.001;4.04e-05;0.35819;0.667
2;82;0.289;0.0;4.09e-05;0.4609;0.669
2;83;0.287;0.001;4.14e-05;0.63541;0.669
2;84;0.285;0.001;4.19e-05;0.27427;0.671
2;85;0.289;0.001;4.24e-05;0.6863;0.67
2;86;0.29;0.001;4.29e-05;0.56566;0.669
2;87;0.286;0.001;4.33e-05;0.73491;0.669
2;88;0.288;0.001;4.38e-05;0.38851;0.67
