epoch;batch;time;data;learning_rate;loss;pearson_correlation
0;120;0.621;0.0;6e-07;1.0275;-0.008
0;121;0.615;0.001;6e-07;0.85012;-0.009
0;122;0.613;0.0;6e-07;1.00338;-0.008
0;123;0.612;0.001;6e-07;1.19199;-0.008
0;124;0.617;0.0;6e-07;0.97543;-0.008
0;125;0.614;0.0;6e-07;0.83765;-0.006
0;126;0.625;0.0;6e-07;1.3108;-0.005
0;127;0.615;0.001;6e-07;0.73663;-0.005
0;128;0.621;0.0;6e-07;1.14248;-0.005
0;129;0.618;0.001;6e-07;0.97226;-0.006
0;130;0.625;0.001;6e-07;1.39742;-0.003
0;131;0.617;0.001;6e-07;1.35653;-0.002
0;132;0.623;0.0;6e-07;1.08091;-0.001
0;133;0.624;0.001;7e-07;1.22617;0.004
0;134;0.62;0.0;7e-07;1.32521;0.004
0;135;0.625;0.0;7e-07;1.33216;0.004
0;136;0.629;0.0;7e-07;1.21014;0.003
0;137;0.622;0.0;7e-07;0.99908;0.004
0;138;0.628;0.0;7e-07;0.93349;0.003
0;139;0.629;0.0;7e-07;0.92072;0.005
0;140;0.626;0.001;7e-07;1.194;0.006
0;141;0.63;0.0;7e-07;1.00123;0.006
0;142;0.627;0.001;7e-07;0.74925;0.006
0;143;0.626;0.001;7e-07;1.23933;0.004
0;144;0.626;0.0;7e-07;0.81159;0.004
0;145;0.633;0.001;7e-07;1.00738;0.005
0;146;0.624;0.0;7e-07;0.89838;0.006
0;147;0.628;0.0;7e-07;0.78289;0.007
0;148;0.628;0.0;7e-07;1.10197;0.006
0;149;0.633;0.0;7e-07;1.24429;0.006
0;150;0.62;0.001;7e-07;1.04021;0.007
0;151;0.631;0.0;7e-07;0.75578;0.008
0;152;0.629;0.001;7e-07;0.90268;0.009
0;153;0.629;0.0;7e-07;0.93392;0.008
0;154;0.631;0.0;8e-07;1.08773;0.009
0;155;0.632;0.0;8e-07;1.26639;0.01
0;156;0.635;0.0;8e-07;1.21874;0.011
0;157;0.625;0.0;8e-07;0.83205;0.012
0;158;0.626;0.001;8e-07;1.04467;0.012
0;159;0.622;0.0;8e-07;1.26969;0.012
0;160;0.63;0.0;8e-07;1.11697;0.014
0;161;0.625;0.0;8e-07;0.97815;0.012
0;162;0.626;0.001;8e-07;1.05068;0.013
0;163;0.624;0.001;8e-07;0.97119;0.015
0;164;0.626;0.0;8e-07;1.42635;0.013
0;165;0.631;0.0;8e-07;1.09631;0.012
0;166;0.618;0.0;8e-07;0.79131;0.012
0;167;0.624;0.0;8e-07;1.09353;0.012
0;168;0.62;0.0;8e-07;0.74027;0.013
0;169;0.622;0.0;8e-07;0.81373;0.01
0;170;0.625;0.001;8e-07;0.82855;0.011
0;171;0.619;0.001;8e-07;0.99593;0.01
0;172;0.62;0.001;8e-07;0.81727;0.01
0;173;0.623;0.001;8e-07;1.10786;0.012
0;174;0.628;0.001;9e-07;0.90932;0.012
0;175;0.62;0.0;9e-07;1.30688;0.013
0;176;0.621;0.0;9e-07;1.10281;0.011
0;177;0.621;0.0;9e-07;1.04683;0.011
0;178;0.622;0.0;9e-07;0.87617;0.011
0;179;0.621;0.001;9e-07;0.88525;0.013
0;180;0.617;0.001;9e-07;1.2446;0.013
0;181;0.623;0.0;9e-07;1.1137;0.012
0;182;0.618;0.001;9e-07;1.12444;0.008
0;183;0.622;0.0;9e-07;0.84184;0.007
0;184;0.618;0.0;9e-07;1.06002;0.009
0;185;0.617;0.0;9e-07;0.87718;0.01
0;186;0.619;0.0;9e-07;0.8142;0.011
0;187;0.618;0.001;9e-07;0.98339;0.012
0;188;0.623;0.0;9e-07;1.10215;0.013
0;189;0.614;0.0;9e-07;1.09054;0.012
0;190;0.616;0.001;9e-07;1.03017;0.013
0;191;0.628;0.001;9e-07;1.13809;0.012
0;192;0.606;0.001;9e-07;0.72003;0.014
0;193;0.62;0.001;9e-07;1.01592;0.014
0;194;0.616;0.0;1e-06;0.96456;0.015
0;195;0.62;0.0;1e-06;1.04272;0.013
0;196;0.615;0.0;1e-06;1.26477;0.012
0;197;0.615;0.0;1e-06;0.83774;0.012
0;198;0.619;0.0;1e-06;0.9573;0.012
0;199;0.617;0.0;1e-06;0.72333;0.014
0;200;0.614;0.001;1e-06;0.90167;0.014
0;201;0.614;0.0;1e-06;0.75739;0.015
0;202;0.607;0.0;1e-06;0.97544;0.016
1;0;0.352;0.037;1e-06;0.83699;0.214
1;1;0.595;0.001;0.0;0.94775;0.176
1;2;0.613;0.0;0.0;0.99597;0.232
1;3;0.603;0.0;0.0;0.8506;0.147
1;4;0.618;0.0;0.0;0.84706;0.093
1;5;0.603;0.0;0.0;1.16679;0.061
1;6;0.609;0.0;0.0;1.13217;0.105
1;7;0.605;0.001;0.0;1.10037;0.089
1;8;0.615;0.0;0.0;0.97097;0.094
1;9;0.608;0.001;0.0;0.95913;0.088
1;10;0.614;0.001;0.0;1.0948;0.086
1;11;0.61;0.0;1e-07;0.91932;0.101
1;12;0.619;0.001;1e-07;0.66688;0.133
1;13;0.611;0.001;1e-07;0.87955;0.13
1;14;0.616;0.001;1e-07;1.0369;0.13
1;15;0.606;0.001;1e-07;1.12942;0.125
1;16;0.614;0.0;1e-07;1.13662;0.111
1;17;0.61;0.0;1e-07;1.00175;0.123
1;18;0.617;0.0;1e-07;0.95205;0.133
1;19;0.611;0.001;1e-07;0.99458;0.134
1;20;0.62;0.0;1e-07;0.70876;0.135
1;21;0.61;0.001;1e-07;1.05674;0.134
1;22;0.617;0.0;1e-07;1.09077;0.129
1;23;0.617;0.0;1e-07;1.03378;0.128
1;24;0.624;0.001;1e-07;0.76803;0.133
1;25;0.611;0.0;1e-07;1.09584;0.14
1;26;0.617;0.0;1e-07;1.30545;0.126
1;27;0.618;0.0;1e-07;1.1995;0.119
1;28;0.625;0.001;1e-07;0.83945;0.123
1;29;0.616;0.0;1e-07;1.18924;0.121
1;30;0.626;0.0;1e-07;0.90672;0.133
1;31;0.617;0.001;2e-07;1.18862;0.138
1;32;0.623;0.0;2e-07;1.1541;0.131
1;33;0.621;0.0;2e-07;1.09643;0.12
1;34;0.629;0.0;2e-07;0.96818;0.122
1;35;0.625;0.001;2e-07;0.68086;0.12
1;36;0.622;0.0;2e-07;1.29355;0.121
1;37;0.624;0.001;2e-07;1.16882;0.122
1;38;0.621;0.001;2e-07;0.79109;0.122
1;39;0.626;0.0;2e-07;0.74397;0.126
1;40;0.625;0.001;2e-07;1.0825;0.127
1;41;0.631;0.0;2e-07;1.06676;0.127
1;42;0.629;0.0;2e-07;0.98944;0.125
1;43;0.625;0.0;2e-07;0.99359;0.12
1;44;0.63;0.0;2e-07;0.91428;0.119
1;45;0.624;0.001;2e-07;0.95226;0.123
1;46;0.631;0.0;2e-07;1.13626;0.117
1;47;0.628;0.0;2e-07;0.95462;0.115
1;48;0.628;0.001;2e-07;1.10046;0.119
1;49;0.627;0.0;2e-07;0.94832;0.127
1;50;0.633;0.001;2e-07;1.05584;0.123
1;51;0.626;0.0;3e-07;1.3065;0.119
1;52;0.62;0.001;3e-07;0.94578;0.116
1;53;0.623;0.0;3e-07;1.20681;0.115
1;54;0.635;0.001;3e-07;0.79497;0.115
1;55;0.623;0.001;3e-07;0.70214;0.119
1;56;0.625;0.001;3e-07;0.96374;0.121
1;57;0.623;0.0;3e-07;1.01019;0.12
1;58;0.63;0.001;3e-07;0.92605;0.125
1;59;0.623;0.001;3e-07;0.85115;0.128
1;60;0.626;0.001;3e-07;0.86784;0.127
1;61;0.628;0.0;3e-07;1.20169;0.125
1;62;0.621;0.001;3e-07;0.90986;0.123
1;63;0.626;0.0;3e-07;0.93157;0.124
1;64;0.617;0.0;3e-07;1.04377;0.128
1;65;0.627;0.0;3e-07;0.67435;0.125
1;66;0.62;0.001;3e-07;0.97713;0.128
1;67;0.63;0.0;3e-07;1.06434;0.122
1;68;0.616;0.0;3e-07;1.0667;0.12
1;69;0.623;0.0;3e-07;1.2111;0.118
1;70;0.622;0.001;3e-07;0.79199;0.12
1;71;0.624;0.0;3e-07;1.09698;0.12
1;72;0.62;0.001;4e-07;0.75657;0.123
1;73;0.618;0.001;4e-07;0.80436;0.122
1;74;0.631;0.001;4e-07;0.69742;0.123
1;75;0.612;0.001;4e-07;1.2783;0.122
1;76;0.617;0.0;4e-07;0.99749;0.121
1;77;0.623;0.001;4e-07;1.05184;0.12
1;78;0.616;0.001;4e-07;0.92336;0.118
1;79;0.622;0.0;4e-07;0.76173;0.122
1;80;0.616;0.0;4e-07;0.98597;0.124
1;81;0.618;0.0;4e-07;0.87301;0.13
1;82;0.623;0.0;4e-07;0.87445;0.129
1;83;0.615;0.001;4e-07;1.07451;0.126
1;84;0.618;0.0;4e-07;1.30039;0.126
1;85;0.616;0.001;4e-07;0.83332;0.124
1;86;0.623;0.001;4e-07;1.12561;0.121
1;87;0.615;0.001;4e-07;0.97287;0.122
1;88;0.616;0.001;4e-07;0.92506;0.121
1;89;0.617;0.0;4e-07;1.01842;0.121
1;90;0.619;0.001;4e-07;1.15124;0.122
1;91;0.612;0.001;4e-07;1.07463;0.12
1;92;0.62;0.0;5e-07;0.87974;0.121
1;93;0.618;0.0;5e-07;0.80059;0.122
1;94;0.613;0.0;5e-07;1.30462;0.121
1;95;0.616;0.0;5e-07;1.17019;0.118
1;96;0.618;0.0;5e-07;0.83811;0.118
1;97;0.616;0.0;5e-07;1.03331;0.115
1;98;0.614;0.0;5e-07;1.27987;0.111
1;99;0.623;0.0;5e-07;0.67162;0.114
1;100;0.61;0.001;5e-07;1.13703;0.115
1;101;0.617;0.001;5e-07;1.20592;0.115
1;102;0.617;0.0;5e-07;1.09658;0.116
1;103;0.615;0.0;5e-07;1.01848;0.115
1;104;0.613;0.0;5e-07;0.77977;0.114
1;105;0.617;0.0;5e-07;1.1333;0.115
1;106;0.613;0.0;5e-07;0.87047;0.118
1;107;0.621;0.0;5e-07;1.15899;0.122
1;108;0.612;0.0;5e-07;0.64975;0.122
1;109;0.618;0.0;5e-07;0.87437;0.122
1;110;0.614;0.001;5e-07;0.95732;0.121
1;111;0.622;0.0;5e-07;0.91743;0.12
1;112;0.614;0.0;6e-07;1.0182;0.119
1;113;0.619;0.0;6e-07;1.0572;0.117
1;114;0.625;0.001;6e-07;0.8226;0.116
1;115;0.604;0.001;6e-07;0.94609;0.115
1;116;0.626;0.0;6e-07;1.3046;0.111
1;117;0.609;0.001;6e-07;0.87565;0.11
1;118;0.619;0.0;6e-07;0.90862;0.112
1;119;0.615;0.0;6e-07;1.06034;0.11
1;120;0.616;0.0;6e-07;1.22814;0.109
1;121;0.616;0.001;6e-07;0.87971;0.108
1;122;0.614;0.0;6e-07;1.07451;0.108
1;123;0.615;0.0;6e-07;0.93988;0.107
1;124;0.616;0.0;6e-07;1.0278;0.108
1;125;0.618;0.0;6e-07;0.93494;0.11
1;126;0.619;0.001;6e-07;1.04162;0.108
1;127;0.615;0.0;6e-07;0.97762;0.108
1;128;0.616;0.0;6e-07;1.17667;0.109
1;129;0.626;0.0;6e-07;0.73321;0.11
1;130;0.61;0.001;6e-07;0.84905;0.109
1;131;0.617;0.0;6e-07;0.93372;0.109
1;132;0.617;0.0;7e-07;1.18042;0.111
1;133;0.618;0.0;7e-07;0.85452;0.112
1;134;0.616;0.001;7e-07;1.11245;0.111
1;135;0.614;0.001;7e-07;1.41823;0.111
1;136;0.618;0.0;7e-07;1.12241;0.111
1;137;0.618;0.001;7e-07;0.7652;0.111
1;138;0.616;0.001;7e-07;1.0795;0.111
1;139;0.617;0.0;7e-07;0.80641;0.112
1;140;0.615;0.001;7e-07;0.8982;0.112
1;141;0.617;0.0;7e-07;1.12838;0.112
1;142;0.619;0.0;7e-07;0.60647;0.112
1;143;0.621;0.0;7e-07;0.88565;0.111
1;144;0.618;0.0;7e-07;1.0442;0.109
1;145;0.622;0.0;7e-07;0.74688;0.111
1;146;0.622;0.001;7e-07;1.11901;0.111
1;147;0.623;0.001;7e-07;1.00214;0.11
1;148;0.612;0.001;7e-07;0.95583;0.111
1;149;0.619;0.0;7e-07;0.81353;0.113
1;150;0.62;0.0;7e-07;1.16008;0.112
1;151;0.62;0.0;7e-07;1.24614;0.113
1;152;0.62;0.001;7e-07;1.17638;0.111
1;153;0.62;0.001;8e-07;1.12389;0.111
1;154;0.622;0.001;8e-07;0.86193;0.112
1;155;0.621;0.0;8e-07;0.9416;0.113
1;156;0.622;0.0;8e-07;1.1656;0.111
1;157;0.618;0.001;8e-07;1.01367;0.11
1;158;0.625;0.0;8e-07;1.07868;0.11
1;159;0.613;0.0;8e-07;1.19256;0.109
1;160;0.623;0.0;8e-07;1.03218;0.108
1;161;0.622;0.0;8e-07;1.12114;0.108
1;162;0.616;0.0;8e-07;0.9044;0.109
1;163;0.622;0.0;8e-07;0.81753;0.109
1;164;0.62;0.0;8e-07;1.32286;0.109
1;165;0.619;0.001;8e-07;0.97083;0.109
1;166;0.621;0.0;8e-07;1.06914;0.109
1;167;0.62;0.0;8e-07;0.83276;0.109
1;168;0.622;0.0;8e-07;0.84026;0.109
1;169;0.618;0.0;8e-07;0.922;0.11
1;170;0.62;0.0;8e-07;1.22759;0.109
1;171;0.632;0.001;8e-07;1.18104;0.111
1;172;0.608;0.0;8e-07;0.99646;0.112
1;173;0.626;0.0;9e-07;1.28935;0.109
1;174;0.618;0.0;9e-07;0.88945;0.109
1;175;0.622;0.0;9e-07;0.81373;0.111
1;176;0.617;0.001;9e-07;0.87971;0.112
1;177;0.619;0.0;9e-07;0.77178;0.113
1;178;0.62;0.0;9e-07;0.86422;0.113
1;179;0.622;0.0;9e-07;1.18179;0.115
1;180;0.62;0.001;9e-07;0.85898;0.116
1;181;0.621;0.0;9e-07;0.94778;0.116
1;182;0.621;0.0;9e-07;1.03926;0.115
1;183;0.625;0.001;9e-07;1.01557;0.116
1;184;0.618;0.0;9e-07;0.9014;0.117
1;185;0.616;0.0;9e-07;0.84724;0.118
1;186;0.623;0.001;9e-07;1.04306;0.119
1;187;0.615;0.0;9e-07;1.13364;0.119
1;188;0.621;0.0;9e-07;0.98971;0.12
1;189;0.619;0.0;9e-07;0.93188;0.122
1;190;0.623;0.0;9e-07;1.00884;0.123
1;191;0.625;0.0;9e-07;0.90598;0.124
1;192;0.613;0.0;9e-07;1.05616;0.124
1;193;0.622;0.001;1e-06;0.77826;0.124
1;194;0.621;0.0;1e-06;1.15672;0.123
1;195;0.62;0.0;1e-06;0.85334;0.125
1;196;0.616;0.0;1e-06;0.67937;0.126
1;197;0.622;0.0;1e-06;1.10707;0.123
1;198;0.62;0.001;1e-06;0.60251;0.124
1;199;0.618;0.0;1e-06;0.76739;0.125
1;200;0.621;0.001;1e-06;0.80887;0.126
1;201;0.616;0.0;1e-06;0.99018;0.126
1;202;0.611;0.0;1e-06;0.92907;0.126
2;0;0.345;0.038;1e-06;0.79845;0.519
2;1;0.599;0.001;0.0;0.76217;0.439
2;2;0.621;0.0;0.0;0.92065;0.314
2;3;0.612;0.0;0.0;0.83025;0.214
2;4;0.614;0.001;0.0;0.81368;0.259
2;5;0.61;0.0;0.0;0.98784;0.303
2;6;0.622;0.001;0.0;0.9034;0.284
2;7;0.612;0.001;0.0;0.91915;0.27
2;8;0.617;0.001;0.0;1.02094;0.238
2;9;0.617;0.0;0.0;1.09073;0.254
2;10;0.617;0.001;1e-07;0.85084;0.235
2;11;0.622;0.001;1e-07;1.10978;0.241
2;12;0.623;0.0;1e-07;1.06021;0.276
2;13;0.61;0.0;1e-07;0.93932;0.263
2;14;0.62;0.001;1e-07;0.85975;0.265
2;15;0.613;0.001;1e-07;0.98764;0.255
2;16;0.62;0.001;1e-07;0.9517;0.246
2;17;0.615;0.0;1e-07;1.01842;0.255
2;18;0.621;0.0;1e-07;0.87338;0.25
2;19;0.612;0.001;1e-07;0.88131;0.252
2;20;0.623;0.001;1e-07;1.04144;0.237
2;21;0.613;0.001;1e-07;1.21215;0.227
2;22;0.623;0.0;1e-07;1.05692;0.217
2;23;0.611;0.001;1e-07;0.67857;0.22
2;24;0.617;0.001;1e-07;0.79943;0.22
2;25;0.621;0.0;1e-07;1.07976;0.23
2;26;0.621;0.0;1e-07;0.81578;0.231
2;27;0.617;0.0;1e-07;1.09092;0.229
2;28;0.619;0.001;1e-07;0.81744;0.239
2;29;0.621;0.0;1e-07;1.07158;0.242
2;30;0.619;0.0;2e-07;1.00534;0.238
2;31;0.622;0.0;2e-07;1.02664;0.24
2;32;0.622;0.0;2e-07;1.03141;0.24
2;33;0.611;0.001;2e-07;1.18558;0.238
2;34;0.619;0.0;2e-07;0.95251;0.239
2;35;0.619;0.0;2e-07;1.27923;0.224
2;36;0.621;0.0;2e-07;0.74073;0.224
2;37;0.617;0.0;2e-07;0.67118;0.229
2;38;0.617;0.0;2e-07;1.06782;0.23
2;39;0.62;0.001;2e-07;0.96614;0.228
2;40;0.617;0.001;2e-07;0.93616;0.228
2;41;0.618;0.0;2e-07;1.15523;0.234
2;42;0.617;0.0;2e-07;1.42903;0.235
2;43;0.618;0.0;2e-07;1.02262;0.238
2;44;0.621;0.0;2e-07;0.86845;0.241
2;45;0.62;0.0;2e-07;0.83995;0.237
2;46;0.62;0.0;2e-07;1.00536;0.234
2;47;0.619;0.0;2e-07;0.90474;0.234
2;48;0.622;0.001;2e-07;1.06142;0.234
2;49;0.613;0.0;2e-07;0.79138;0.231
2;50;0.62;0.001;3e-07;1.03128;0.23
2;51;0.62;0.001;3e-07;1.08691;0.232
2;52;0.623;0.0;3e-07;1.03548;0.23
2;53;0.618;0.0;3e-07;0.94319;0.235
2;54;0.617;0.001;3e-07;0.875;0.238
2;55;0.619;0.0;3e-07;0.69596;0.235
2;56;0.619;0.001;3e-07;0.98234;0.235
2;57;0.623;0.001;3e-07;0.91894;0.234
2;58;0.63;0.001;3e-07;1.15197;0.235
2;59;0.609;0.001;3e-07;0.71845;0.237
2;60;0.616;0.001;3e-07;0.94869;0.236
2;61;0.621;0.0;3e-07;1.21205;0.237
2;62;0.62;0.0;3e-07;1.00386;0.236
2;63;0.621;0.0;3e-07;0.92603;0.236
2;64;0.62;0.0;3e-07;0.97956;0.228
2;65;0.622;0.0;3e-07;0.96857;0.225
2;66;0.618;0.0;3e-07;1.13011;0.22
2;67;0.625;0.001;3e-07;0.87596;0.221
2;68;0.616;0.0;3e-07;0.94641;0.217
2;69;0.619;0.001;3e-07;1.11853;0.216
2;70;0.622;0.0;3e-07;1.00937;0.216
2;71;0.622;0.001;4e-07;0.72495;0.216
2;72;0.625;0.0;4e-07;0.98447;0.218
2;73;0.62;0.0;4e-07;0.87006;0.214
2;74;0.616;0.0;4e-07;1.04195;0.212
2;75;0.622;0.001;4e-07;1.19473;0.209
2;76;0.626;0.0;4e-07;1.12234;0.211
2;77;0.617;0.0;4e-07;0.94686;0.209
2;78;0.623;0.001;4e-07;0.68689;0.212
2;79;0.614;0.0;4e-07;0.84645;0.214
2;80;0.621;0.001;4e-07;1.04422;0.216
2;81;0.627;0.0;4e-07;0.887;0.215
2;82;0.612;0.001;4e-07;0.79296;0.215
2;83;0.623;0.0;4e-07;1.0545;0.213
2;84;0.622;0.001;4e-07;1.09172;0.21
2;85;0.619;0.0;4e-07;0.83892;0.211
2;86;0.618;0.0;4e-07;0.85414;0.211
2;87;0.617;0.0;4e-07;0.80241;0.214
2;88;0.619;0.0;4e-07;0.73391;0.215
2;89;0.621;0.0;4e-07;0.74912;0.215
2;90;0.62;0.001;4e-07;1.12456;0.216
2;91;0.618;0.0;5e-07;0.75887;0.22
2;92;0.622;0.001;5e-07;0.88069;0.221
2;93;0.617;0.0;5e-07;0.70281;0.224
2;94;0.621;0.0;5e-07;0.74523;0.223
2;95;0.619;0.0;5e-07;1.09384;0.223
2;96;0.618;0.0;5e-07;0.98013;0.224
2;97;0.62;0.0;5e-07;0.72225;0.223
2;98;0.617;0.001;5e-07;1.16795;0.222
2;99;0.618;0.0;5e-07;1.11065;0.219
2;100;0.616;0.001;5e-07;0.81671;0.222
2;101;0.62;0.001;5e-07;0.99135;0.219
2;102;0.616;0.0;5e-07;0.97256;0.22
2;103;0.619;0.0;5e-07;0.95347;0.221
2;104;0.617;0.0;5e-07;1.057;0.219
2;105;0.621;0.0;5e-07;1.16657;0.222
2;106;0.619;0.0;5e-07;0.80113;0.223
2;107;0.619;0.0;5e-07;1.17932;0.224
2;108;0.62;0.0;5e-07;0.95481;0.224
2;109;0.622;0.001;5e-07;1.12265;0.223
2;110;0.614;0.0;5e-07;0.88907;0.223
2;111;0.618;0.0;6e-07;1.19765;0.222
2;112;0.624;0.0;6e-07;0.86542;0.225
2;113;0.617;0.0;6e-07;1.15832;0.223
2;114;0.623;0.001;6e-07;0.84555;0.223
2;115;0.617;0.001;6e-07;0.75606;0.225
2;116;0.617;0.0;6e-07;1.06595;0.224
2;117;0.618;0.001;6e-07;0.94518;0.225
2;118;0.617;0.001;6e-07;0.91056;0.225
2;119;0.625;0.0;6e-07;0.74733;0.227
2;120;0.614;0.001;6e-07;1.19804;0.226
2;121;0.623;0.0;6e-07;1.04926;0.228
2;122;0.615;0.0;6e-07;0.84542;0.229
2;123;0.617;0.001;6e-07;0.92368;0.229
2;124;0.617;0.0;6e-07;1.06094;0.229
2;125;0.621;0.0;6e-07;0.85899;0.228
